,Unnamed: 0,headline,hyperlink,published,query,source,content
255,255,Crypto stocks tumble as bitcoin selloff continues,https://www.reuters.com/article/idUSKBN1F628V,"January 17, 2018 12:01pm EST","['bitcoin', '', '']",reuters,"(Reuters) - A slew of blockchain- and bitcoin-related stocks sank on Wednesday following a steep fall in the price of the cryptocurrency over the past few days on fears of regulatory clampdowns.  Bitcoin, which skyrocketed nearly 2,000 percent last year and hovered near a peak of $20,000 (14,499.06 pounds), slipped below $10,000 on the Luxembourg-based Bitstamp exchange on Wednesday, adding to a 20 percent slump over the last three days.  South Korea, Japan and China have all made noises about a regulatory swoop, and officials in France and the United States have vowed to investigate cryptocurrencies.  Shares of Riot Blockchain, Marathon Patent, Longfin Corp, Long Blockchain Corp and Social Reality Inc all fell more than 10 percent.  (Graphic for Blockchain stocks fall, click reut.rs/2DeSGZL)  A number of these companies have changed their names and shifted their focus to cash in on the cryptocurrency wave.  Riot Blockchain, formerly a biotech company called Bioptix, shifted focus to become an investor in blockchain technology.  Long Blockchain was called Long Island Iced Tea Corp as recently as last month before it announced a change in its primary business strategy to blockchain technology from beverages.  Reporting by Muvija M in Bengaluru; editing by Sai Sachin Ravikumar"
256,256,BRIEF-LightInThebox Holding Says To Accept Bitcoin Payment​,https://www.reuters.com/article/idUSFWN1P30H1,"January 08, 2018 05:43am EST","['bitcoin', '', '']",reuters,"Jan 8 (Reuters) - Lightinthebox Holding Co Ltd:  * LIGHTINTHEBOX HOLDING CO LTD SAYS ‍BITCOIN WILL NOW BE ACCEPTED ON LIGHTINTHEBOX.COM AND MINIINTHEBOX.COM PLATFORMS AS OF JANUARY 5, 2018​  * LIGHTINTHEBOX HOLDING CO LTD SAYS ‍BITCOIN PAYMENTS WILL BE PROCESSED THROUGH BITPAY​ Source text for Eikon: Further company coverage: (Bengaluru Newsroom: +91 806 749 1136)"
257,257,Russian authorities say Bitcoin illegal,https://www.reuters.com/article/idUSBREA1806620140209,"February 09, 2014 04:24am EST","['bitcoin', '', '']",reuters,"MOSCOW (Reuters) - Russian authorities have issued warnings against using Bitcoin, saying the virtual currency could be used for money laundering or financing terrorism and that treating it as a parallel currency is illegal.  “Systems for anonymous payments and cyber currencies that have gained considerable circulation - including the most well-known, Bitcoin - are money substitutes and cannot be used by individuals or legal entities,” the Russian Prosecutor General’s Office said on February6.  It added that Russian law stipulates that the rouble is the sole official currency and that introducing any other monetary units or substitutes was illegal.  Russia’s central bank also said on January 27 that Bitcoin trade was highly speculative and that the unit carried a big risk of losing value.  “Citizens and legal entities risk being drawn - even unintentionally - into illegal activity, including laundering of money obtained through crime, as well as financing terrorism,” it warned.  The Prosecutor’s General Office said it was working with the central bank and other law enforcement agencies to tighten regulations and prevent legal offences committed with the use of pseudo-currencies.  The Bitcoin community in the United States, far more developed than the one in Russia, has already come under intense scrutiny as authorities crack down on illegal activity carried out using the digital currency.  Writing by Gabriela Baczynska; Editing by Robin Pomeroy"
258,258,Citi sees bitcoin potentially halving in value again,https://www.reuters.com/article/idUSL1N1PC0UV,"January 17, 2018 10:11am EST","['bitcoin', '', '']",reuters,"NEW YORK (Reuters) - Bitcoin may lose 50 percent of its value from its current level as fears over regulatory clamp-downs have spurred a rout among cryptocurrencies this week, Citi analysts said on Wednesday.  The world’s biggest and best known digital currency, which fell below $10,000 on Wednesday, could fall into a range of $5,605 to $5,673 based on technical factors. This possible move “looks very likely to be very speedy,” the analysts wrote in a research note.  Reporting by Richard LeongEditing by Chizu Nomiyama"
259,259,BRIEF-Clear Leisure Updates On Bitcoin Mining Investment,https://www.reuters.com/article/idUSFWN1PE0CM,"January 19, 2018 04:57am EST","['bitcoin', '', '']",reuters,"Jan 19 (Reuters) - Clear Leisure Plc:  * CLEAR LEISURE PLC - HAS COMPLETED ACQUISITION OF FIRST BATCH OF COMPUTER “MINERS”, REPRESENTING 20% OF PLANNED FINAL COMPUTING POWER  * CLEAR LEISURE PLC - HAS ACQUIRED MOBILE UNIT IN WHICH IT INFRASTRUCTURE WILL BE HOUSED FOR BITCOIN MINING  * CLEAR LEISURE PLC - NEGOTIATIONS WITH AN ESTABLISHED POWER SUPPLY PROVIDER IN SERBIA, ARE AT AN ADVANCED STAGE  * CLEAR LEISURE PLC - IT IS EXPECTED THAT FIRST BATCH OF MINERS WILL BE OPERATIONAL BY SECOND HALF OF FEBRUARY 2018 Source text for Eikon: Further company coverage:"
260,260,Cyber threat grows for bitcoin exchanges,https://www.reuters.com/article/idUSKCN11411T,"August 29, 2016 07:34am EDT","['bitcoin', '', '']",reuters,"NEW YORK (Reuters) - When hackers penetrated a secure authentication system at a bitcoin exchange called Bitfinex earlier this month, they stole about $70 million worth of the virtual currency.  The cyber theft — the second largest by an exchange since hackers took roughly $350 million in bitcoins at Tokyo’s MtGox exchange in early 2014 — is hardly a rare occurrence in the emerging world of crypto-currencies.  New data disclosed to Reuters shows a third of bitcoin trading platforms have been hacked, and nearly half have closed in the half dozen years since they burst on the scene.   This rising risk for bitcoin holders is compounded by the fact there is no depositor’s insurance to absorb the loss, even though many exchanges act like virtual banks.  Not only does that approach cast the cyber security risk in stark relief, but it also exposes the fact that bitcoin investors have little choice but to do business with under-capitalized exchanges that may not have the capital buffer to absorb these losses the way a traditional and regulated bank or exchange would.  “There is a general sense in the bitcoin community that any centralized repository is at risk,” said a U.S.-based professional trader who lost about $1,000 in bitcoins when Bitfinex was hacked. He declined to be named for this article.  “So when investing, you always have that expectation at the back of your head. I lost a small amount compared to the others, but I know of traders who lost millions of dollars worth of bitcoins,” the trader said.  The security challenge for the bitcoin world does not appear to be letting up, according to experts in the currency.   “I am skeptical there’s going to be any technological silver bullet that’s going to solve security breach problems. No technology, crypto-currency, or financial mechanism can be made safe from hacks,” said Tyler Moore, assistant professor of cyber security at the University of Tulsa’s Tandy School of Computer Science who will soon publish the new research on the vulnerability of bitcoin exchanges.  His study, funded by the U.S. Department of Homeland Security and shared with Reuters, shows that since bitcoin’s creation in 2009 to March 2015, 33 percent of all bitcoin exchanges operational during that period were hacked. The figure represents one of the first estimates of the extent of security breaches in the bitcoin world.  In contrast, data from the Privacy Rights Clearinghouse, a non-profit organization, showed that of the 6,000 operational U.S. banks, only 67 banks experienced a publicly-disclosed data breach between 2009 and 2015. That’s roughly 1 percent of U.S. banks.   Among the world’s stock exchanges, however, security breaches are much higher, with hackers attracted to the large pools of cash moving in and out of these trading venues. The latest survey of 46 securities exchanges released three years ago by the International Organization of Securities Commissions and World Federation of Exchanges found that more than half had experienced a cyber attack.  Moore collaborated on the research with Nicolas Christin, associate research professor at Carnegie Mellon University and Janos Szurdi, a Ph.D. student also at Carnegie.      In 2013, Moore and Christin wrote a research paper on security risks surrounding bitcoin exchanges when Moore was still a professor at Southern Methodist University. That research entitled “Beware of the Middleman: Empirical Analysis of Bitcoin Exchange Risk” was peer-reviewed and presented at the 17th International Financial Cryptography and Data Security Conference in Okinawa, Japan in 2013.  In the most recent study, the rate of closure for bitcoin exchanges in Moore’s research edged up to 48 percent among those operating from 2009 to March 2015. Hacking did not necessarily trigger the closure in each case.  “A 48 percent closure is not acceptable, but not surprising given that bitcoin is a new technology,” said Richard Johnson, vice president of market structure and technology at Greenwich Associates. Johnson has written reports on risk and security issues in the crypto-currency world.  Profitability is a big problem for bitcoin exchanges, with many of them unable to generate enough volume to keep afloat.   Bitcoin exchanges overall could be launched for as low as $100,000 up to $1 million, said Erik Voorhees, founder and chief executive officer of digital currency exchange ShapeShift. That is a fraction of what U.S. forex exchanges’ are required to put up.  Retail FX trading platform FXCM, for instance, is required by the Commodity Futures Trading Commission to have at least $25 million in capital at all times.   A key factor tied to the risk posed by exchanges is whether customers are reimbursed after closure or after the loss of bitcoins following a hack. Each closure and breach have been handled differently, but Tandy’s Moore said the risk of losing funds stored in exchanges are real.  In the case of Bitfinex, which is now up and running after the hack August 2, customers lost 36 percent of the assets they had on the platform and were compensated for the losses with tokens of credit that would be converted into equity in the parent company.  At Tokyo’s MtGox, customers have yet to recover their investments more than two years after closure.  Experts say trading venues acting like banks such as Bitfinex will remain vulnerable. These exchanges act as custodial wallets in which they control users’ digital currencies like banks control customer deposits.  “The big exchanges that hold customer deposits are a big target for hackers,” said ShapeShift’s Voorhees, “and unfortunately most bitcoin exchanges store user funds.”   When customers’ checking accounts are hacked, there is always a third party at the bank that can step in to deal with the theft.   Not so with bitcoin, said Seattle-based Darin Stanchfield, chief executive officer at KeepKey, a hardware wallet provider. He expects more of these attacks to happen despite efforts to improve security at bitcoin exchanges.  “Unfortunately because of its irreversible nature, bitcoin requires near perfect security.”  Reporting by Gertrude Chavez-Dreyfuss; Editing by Edward Tobin"
261,261,U.S. SEC questions prospects of bitcoin ETFs,https://www.reuters.com/article/idUSL3N1PE1K8,"January 18, 2018 10:19pm EST","['bitcoin', '', '']",reuters,"Jan 18 (Reuters) - The U.S. Securities and Exchange Commission (SEC) has questioned the prospects of bitcoin exchange-traded funds saying there are a significant number of investor protection issues about cryptocurrencies and related products that need to be examined.  The issues need to be addressed before sponsors begin offering these funds to retail investors, the SEC said in a letter on Thursday to two trade groups.  “We have asked sponsors that have registration statements filed for such products to withdraw them,” the SEC said.  The SEC said it has questions concerning how funds holding substantial amounts of cryptocurrencies and related products would satisfy the requirements of the 1940 Act and its rules.  Acknowledging criticism on transparency, valuation and underlying assets, the SEC questioned the ability of cryptocurrency funds to comply with federal regulations for product offerings issued by investment companies in the public market. (bit.ly/2DpXsaj)  The SEC raised doubts about the capacity of funds to arrive at a “fair value” for cryptocurrency-related products and questioned about steps required to be taken to assure sufficiently liquid assets to meet redemptions daily. (Reporting by Kanishka Singh; Editing by Gopakumar Warrier)"
262,262,Germany monitoring bitcoin market impact: FinMin,https://www.reuters.com/article/idUSKBN1E71OO,"December 13, 2017 08:16am EST","['bitcoin', '', '']",reuters,"BERLIN (Reuters) - Germany is carefully monitoring the impact of cryptocurrencies on markets, a finance ministry spokesman said on Wednesday, as  bitcoin surged and the futures of the best known cryptocurrency made their world debut on a U.S. stock exchange.   “The finance ministry, the (Federal Financial Supervisory Authority) BaFin and the Bundesbank are monitoring developments on financial markets attentively and this applies to bitcoins,” Dennis Kolberg told a news conference.  He added that he would not comment on the value developments of bitcoin on markets.  “Generally speaking I can say that bitcoins are no legal means of payment and subject to no deposit guarantee,” Kolberg added.  Reporting by Gernot Heller; Writing by Joseph Nasr; Editing by Madeline Chambers"
263,263,Fitch: Corporate Acceptance of Bitcoin on the Rise,https://www.reuters.com/article/idUSFit70720720140701,"July 01, 2014 02:41pm EDT","['bitcoin', '', '']",reuters,"(The following statement was released by the rating agency) NEW YORK, July 01 (Fitch) Several recent events point to greater corporate  acceptance of the virtual currency Bitcoin as a payment mechanism, according to  Fitch Ratings.  DISH Network on May 29 said it would accept Bitcoin as a form of customer  payment beginning in the third quarter of this year. Expedia said in June that  it would begin accepting Bitcoin as  payment for hotel reservations, while  online retailer Newegg just announced that it would accept Bitcoin as well. In mid-June, Apple made virtual currency app Coin Pocket available for download  in its App Store. Coin Pocket is a Bitcoin wallet app that can be used to send  and receive bitcoins. As was widely reported, Apple recently added a rule to its  App Store guidelines stating ""apps may facilitate transmission of approved  virtual currencies provided that they do so in compliance with all state and  federal laws for the territories in which the app functions."" Companies like DISH, Expedia, and Newegg generate meaningful revenue and an  increase in payment for products and services via Bitcoin could boost the  payment system. However, as we've stated previously, Bitcoin is still small  relative to both major payment processors and global currencies despite  increases in its acceptance as a payment system. Bitcoin's price and transaction volume have climbed since mid-May, reversing  downward trends earlier in the year. The price of Bitcoin rose from $489 on May  21 to $639 on June 30. As a result of this price increase, the average daily  transaction volume rose from $47 million per day in May to $61 million per day  in June, despite a decline in the average number of daily transactions. For additional information on this topic, please see our report titled, ""Sizing  Up Bitcoin - Volume Rises with Price in June,"" available at www.thewhyforum.com. Contact: Robert Grossman Managing Director Macro Credit Research +1-212-908-0535 Kellie Geressy-Nilsen  Senior Director  FitchWire  +1 212 908-9123  Fitch Ratings, Inc.  33 Whitehall Street New York, NY 10004 Media Relations: Brian Bertsch, New York, Tel: +1 212-908-0549, Email:  brian.bertsch@fitchratings.com. Additional information is available on www.fitchratings.com. The above article originally appeared as a post on the Fitch Wire credit market  commentary page. The original article, which may include hyperlinks to companies  and current ratings, can be accessed at www.fitchratings.com. All opinions  expressed are those of Fitch Ratings. ALL FITCH CREDIT RATINGS ARE SUBJECT TO CERTAIN LIMITATIONS AND DISCLAIMERS.  PLEASE READ THESE LIMITATIONS AND DISCLAIMERS BY FOLLOWING THIS LINK:  here. IN ADDITION, RATING  DEFINITIONS AND THE TERMS OF USE OF SUCH RATINGS ARE AVAILABLE ON THE AGENCY'S  PUBLIC WEBSITE 'WWW.FITCHRATINGS.COM'. PUBLISHED RATINGS, CRITERIA AND  METHODOLOGIES ARE AVAILABLE FROM THIS SITE AT ALL TIMES. FITCH'S CODE OF  CONDUCT, CONFIDENTIALITY, CONFLICTS OF INTEREST, AFFILIATE FIREWALL, COMPLIANCE  AND OTHER RELEVANT POLICIES AND PROCEDURES ARE ALSO AVAILABLE FROM THE 'CODE OF  CONDUCT' SECTION OF THIS SITE. FITCH MAY HAVE PROVIDED ANOTHER PERMISSIBLE  SERVICE TO THE RATED ENTITY OR ITS RELATED THIRD PARTIES. DETAILS OF THIS  SERVICE FOR RATINGS FOR WHICH THE LEAD ANALYST IS BASED IN AN EU-REGISTERED  ENTITY CAN BE FOUND ON THE ENTITY SUMMARY PAGE FOR THIS ISSUER ON THE FITCH  WEBSITE."
264,264,Germany monitoring bitcoin market impact- FinMin,https://www.reuters.com/article/idUSB4N1JZ00J,"December 13, 2017 08:12am EST","['bitcoin', '', '']",reuters,"BERLIN (Reuters) - Germany is carefully monitoring the impact of cryptocurrencies on markets, a finance ministry spokesman said on Wednesday, as  bitcoin surged and the futures of the best known cryptocurrency made their world debut on a U.S. stock exchange.   “The finance ministry, the (Federal Financial Supervisory Authority) BaFin and the Bundesbank are monitoring developments on financial markets attentively and this applies to bitcoins,” Dennis Kolberg told a news conference.  He added that he would not comment on the value developments of bitcoin on markets.  “Generally speaking I can say that bitcoins are no legal means of payment and subject to no deposit guarantee,” Kolberg added.  Reporting by Gernot Heller; Writing by Joseph Nasr; Editing by Madeline Chambers"
265,265,Bitcoin may not be worth all the hoopla - N.Y. Fed blog post,https://www.reuters.com/article/idUSL2N1PZ0P1,"February 09, 2018 09:22am EST","['bitcoin', '', '']",reuters,"NEW YORK (Reuters) - Bitcoin and other digital currencies have, so far, not been formidable competition for cash, checks or credit cards as a payment method in the United States and other major economies, according to two economists at New York Federal Reserve.  Virtual currencies usually thrive as an alternative form of payment during times of suspicion around traditional forms of payment, they said in a blog post published on Friday.  For example, in 2015, as Greece struggled with its debt problem, Greek interest and trading in bitcoin jumped amid worries over capital controls and a possible exit from the euro zone, the New York Fed economists, Michael Lee and Antoine Martin said.  “Cryptocurrencies arguably solve the problem of making payments in a trustless environment, but it is not obvious that this is a problem that needs solving, at least in the United States and other advanced economies,” the post said.    Indeed, bitcoin, ethereum, ripple and other digital currencies, while they have grown in use and popularity, have notable drawbacks, the economists said.  With bitcoin, extreme volatility tends to undermine its function of storing value. This is unlike a traditional currency that is managed by a central bank, they said.  Bitcoin transactions also consume a lot of electricity and it takes time to validate transactions, the economists said.  Right now, bitcoin transactions are estimated to use 48 terawatt hours of energy a year, an amount which could power 4.4 million of U.S. homes, according to Digiconomist, a blog about cryptocurrencies that Lee and Martin cited in their post.      Cash and other traditional payment methods also offer convenience, a formidable advantage relative to cryptocurrencies, the economists said.   “Fundamentally, we wonder whether a payment method designed to function where trust in institutions is completely absent can ever be as convenient as one where trust is required, but also already exists,” Lee and Martin wrote.  Bitcoin BTC=BTSP has seen its value tumble as much as 70 percent from a record peak near $20,000 in mid-December. On Friday, it was at $8,414.34 on the Luxembourg-based Bitstamp exchange.   “In a world where all things were priced in bitcoin, this would likely translate into massive swings in inflation and economic activity,” they said.  Reporting by Richard Leong; Editing by Bernadette Baum"
266,266,"Bitcoin slides below $6,000; half its value lost in 2018",https://www.reuters.com/article/idUSL8N1PW1OJ,"February 06, 2018 03:25am EST","['bitcoin', '', '']",reuters,"LONDON, Feb 6 (Reuters) - Bitcoin slid another 13 percent to below $6,000 on Tuesday, bringing the world’s best-known cryptocurrency’s losses to more than half since the start of 2018.  Bitcoin has fallen heavily in recent sessions as worries about a regulatory clampdown on the nascent market and panicked investors push prices lower. The virtual currency hit a peak of almost $20,000 in December.  On the Luxembourg-based bitstamp exchange, bitcoin fell to as low as $5,920, its lowest level since mid-November, before recovering slightly. Other cryptocurrencies have also dropped sharply in value this week. (Reporting by Tommy Wilkes; Editing by Alison Williams)"
267,267,Germany monitoring bitcoin market impact - Finance Ministry,https://www.reuters.com/article/idUSKBN1E71OE,"December 13, 2017 08:14am EST","['bitcoin', '', '']",reuters,"BERLIN (Reuters) - Germany is carefully monitoring the impact of cryptocurrencies on markets, a finance ministry spokesman said on Wednesday, as  bitcoin surged and the futures of the best known cryptocurrency made their world debut on a U.S. stock exchange.   “The finance ministry, the (Federal Financial Supervisory Authority) BaFin and the Bundesbank are monitoring developments on financial markets attentively and this applies to bitcoins,” Dennis Kolberg told a news conference.  He added that he would not comment on the value developments of bitcoin on markets.  “Generally speaking I can say that bitcoins are no legal means of payment and subject to no deposit guarantee,” Kolberg added.  Reporting by Gernot Heller; Writing by Joseph Nasr; Editing by Madeline Chambers"
268,268,Bitcoin futures start trading on CBOE exchange,https://www.reuters.com/article/idUSKBN1E40XR,"December 10, 2017 06:59pm EST","['bitcoin', '', '']",reuters,"NEW YORK (Reuters) - The newest way to bet on bitcoin arrived on Sunday, with futures of the cryptocurrency that has taken Wall Street by storm starting trading for the first time.  The first bitcoin future <0#XBT:> trades kicked off at 6 p.m. (2300 GMT) on CBOE Global Markets Inc’s CBOE Futures Exchange.  Bitcoin January futures were at $15,940 (11,905.3 pounds), with 398 contracts traded, after having opened at $15,460.  The futures are cash-settled contracts based on the auction price of bitcoin in U.S. dollars on the Gemini Exchange, which is owned and operated by virtual currency entrepreneurs Cameron and Tyler Winklevoss.  On Sunday, bitcoin was up 2.62 percent at $14,990 on the Luxembourg-based Bitstamp exchange. On the Gemini Exchange, it was at $15,600.  Reporting by Saqib Iqbal Ahmed; Editing by Will Dunham"
269,269,Breakingviews - Chancellor: Bitcoin will never be real money,https://www.reuters.com/article/idUSKBN1EY2MD,"January 09, 2018 04:33pm EST","['bitcoin', '', '']",reuters,"LONDON (Reuters Breakingviews) - It’s easy enough to identify bitcoin and its ilk as being caught up in a speculative mania. A more difficult and important question is whether crypto-currencies have any future as money. In a world where the stability of conventional currencies is threatened globally by the vast expansion of central-bank balance sheets, high government indebtedness and the myriad ill consequences of ultra-low interest rates, it would be nice to believe this was the case. Yet bitcoin and its peers are not money and, unless they change fundamentally, never will be.  Bitcoin possesses many of the characteristics of a proper currency: it can be divided, stored (provided it’s not with a dodgy broker where it’s liable to disappear into the ether) and transferred. And its supply is limited. Money is just a social technology which has been through many previous incarnations – among the exotic varieties of cash listed by Paul Einzig in his book “Primitive Money” 70 years ago are gin, jam, mulberry cakes, rat traps (in the Congo), and woodpecker scalps. Most of our current money is already held in digital form as electronic book entries at the bank. At first glance, bitcoin with its distributed ledger appears to be simply an advance on the current financial technology.  Its fervid exponents have even greater hopes. They claim that crypto-currencies hail the end of state-controlled money. Their vision is borrowed from the Austrian economist Friedrich Hayek, who envisaged a denationalisation of money that would bring about an end to both inflation and deflation, cure unemployment and result in the abolition of easy-money-peddling central banks, thereby limiting the reach of governments. What’s not to like?  The trouble is that bitcoin enthusiasts confuse the characteristics of money with its nature. This is a thorny subject. Mainstream economic theory has little to say on what money is, assuming it is a contrivance simply to do away with the bother of barter. In the era when bank notes were redeemable in gold, most people believed that money had the intrinsic value of the precious metal. But as John Law, who was responsible for the Mississippi Co bubble in the early 18th century, pointed out: “Money is not the value by which goods are exchanged but the value for which they are exchanged.” Simply put, gold derived much of its value from its use as money rather than the other way around.  Where, then, does money get its value? From the earliest times, going back at least to Mesopotamia in the third millennium B.C., money has been defined as a unit of account authorized by government for the payment of debts. The state theory of money holds that money is a credit issued by a sovereign, whose value comes from the fact that it can be used to pay taxes. Governments have tenaciously maintained control over the unit of account, a key aspect of sovereignty. The law prescribes this official money as legal tender for the repayment of debt.  Law and his contemporaries had another insight, namely that credit when it circulates acts as money. In the 18th century, much of what constituted money in England comprised bills of exchange issued by merchants against future receipts. At the same time, early English bankers were learning to create money through the act of lending. This bank money was backed by claims of real economic value. The credit theory of money maintains that money is just circulating credit. “Currency is ephemeral and cosmetic: it is the underlying mechanism of credit accounts and clearing that is the essence of money,” Felix Martin writes in his 2013 book “Money”.  The economic system commonly referred to as capitalism consists of a vast network of credit relations. Credit money is its key feature. Hayek, of course, realised this. His proposals to strip the government of its money monopoly envisaged the replacement of a dominant central bank with competing private money-issuing banks. Competition between the currency banks would thus produce a sounder currency. But Hayek’s money would still be of the credit variety.  Bitcoin and other crypto-currencies are a different kettle of fish. They purport to be non-credit currencies - that is, monetary assets without corresponding liabilities. Yet all money is by its nature a claim upon society, otherwise it cannot be spent. And why should society wish to confer vast monetary claims on the enterprising nerds and opportunistic speculators currently in possession of crypto-fortunes? More importantly, because crypto-currencies lack a mechanism for creating credit they are not well suited to the capitalist economy. Imagine what would happen if bitcoin were accepted as the monetary unit of account. The result would be a scarcity of the digital currency followed by a severe economic contraction and stagnation without end.  This is not going to happen. Not just because it makes no economic sense but because governments are never going to relinquish their monopoly over money any sooner than they will surrender their monopoly on violence. However desirable in theory it may be, Hayek’s proposal to denationalise money was just a pipe dream. As the Nobel laureate economist wrote: “Everybody knows that if such a private experiment promised to succeed, governments would at once step in to prevent it.”  Everybody, that is, apart from the speculators in crypto-currencies. Some of them privately concede that bitcoin may never become money as such, but say that it will retain value as an asset in the same way that gold survived its demonetisation. The counter-argument is that gold has a very long history, an extraordinary durability and a great inherent beauty which lends it enduring lustre, while bitcoin is just a clever piece of open-source software.  This is not to say that the blockchain and similar associated technologies have no future. The new high flyer, ripple, is working with banks to improve the global payments system. It’s a more modest aim than creating a new class of money - but a far more practical one. Reuters Breakingviews is the world's leading source of agenda-setting financial insight. As the Reuters brand for financial commentary, we dissect the big business and economic stories as they break around the world every day. A global team of about 30 correspondents in New York, London, Hong Kong and other major cities provides expert analysis in real time. Sign up for a free trial of our full service at https://www.breakingviews.com/trial and follow us on Twitter @Breakingviews and at www.breakingviews.com. All opinions expressed are those of the authors."
270,270,"OFFICIAL AUCTION PRICE FOR BITCOIN AT $10,900, ACCORDING TO GEMINI EXCHANGE",https://www.reuters.com/article/idUSMT1ALTL1N1PC2581,"January 17, 2018 04:01pm EST","['bitcoin', '', '']",reuters,"WEDNESDAY 4 P.M. E.T. AUCTION PRICE FOR BITCOIN DOWN 36.9 PCT FROM AUCTION PRICE ON DEC 11, THE FIRST FULL DAY OF CBOE BITCION FUTURES TRADING"
271,271,Bitcoin futures start trading on CBOE exchange,https://www.reuters.com/article/idUSKBN1E40XR,"December 10, 2017 06:59pm EST","['bitcoin', '', '']",reuters,"NEW YORK (Reuters) - The newest way to bet on bitcoin arrived on Sunday, with futures of the cryptocurrency that has taken Wall Street by storm starting trading for the first time.  The first bitcoin future <0#XBT:> trades kicked off at 6 p.m. (2300 GMT) on CBOE Global Markets Inc’s CBOE Futures Exchange.  Bitcoin January futures were at $15,940 (11,905.3 pounds), with 398 contracts traded, after having opened at $15,460.  The futures are cash-settled contracts based on the auction price of bitcoin in U.S. dollars on the Gemini Exchange, which is owned and operated by virtual currency entrepreneurs Cameron and Tyler Winklevoss.  On Sunday, bitcoin was up 2.62 percent at $14,990 on the Luxembourg-based Bitstamp exchange. On the Gemini Exchange, it was at $15,600.  Reporting by Saqib Iqbal Ahmed; Editing by Will Dunham"
272,272,Bitcoin futures start trading on CBOE exchange,https://www.reuters.com/article/idUSL1N1O818X,"December 10, 2017 06:49pm EST","['bitcoin', '', '']",reuters,"NEW YORK (Reuters) - The newest way to bet on bitcoin arrived on Sunday, with futures of the cryptocurrency that has taken Wall Street by storm starting trading for the first time.  The first bitcoin future <0#XBT:> trades kicked off at 6 p.m. (2300 GMT) on CBOE Global Markets Inc’s CBOE Futures Exchange.  Bitcoin January futures were at $15,940 (11,905.3 pounds), with 398 contracts traded, after having opened at $15,460.  The futures are cash-settled contracts based on the auction price of bitcoin in U.S. dollars on the Gemini Exchange, which is owned and operated by virtual currency entrepreneurs Cameron and Tyler Winklevoss.  On Sunday, bitcoin was up 2.62 percent at $14,990 on the Luxembourg-based Bitstamp exchange. On the Gemini Exchange, it was at $15,600.  Reporting by Saqib Iqbal Ahmed; Editing by Will Dunham"
273,273,TD Ameritrade to start bitcoin futures trading on Monday,https://www.reuters.com/article/idUSL4N1OF5IX,"December 15, 2017 06:16pm EST","['bitcoin', '', '']",reuters,"(Reuters) - Retail brokerage TD Ameritrade Holding Corp (AMTD.O) said on Friday it will allow clients to trade bitcoin futures on the newly minted CBOE Futures Exchange from Dec. 18.  TD Ameritrade’s shares were up 2.4 percent in extended trading.  Bitcoin prices BTC=BTSP hit a record high of $17,428 on Friday, amid warnings that it was a bubble on the verge of bursting.  Cboe Global Markets Inc CBOE.O launched its bitcoin futures contract on Dec. 10, just over a week ahead of rival CME Group Inc (CME.O), as the exchange operator takes the next step toward launching an exchange-traded fund based on the digital currency.  Bitcoin futures and other derivatives would make it easier for more investors and speculators to trade the new asset class.  The first bitcoin futures trades kicked off on Sunday at 6 p.m. (2300 GMT) on the CBOE Futures Exchange (CFE).      Electronic brokerage firm Interactive Brokers Group Inc IBKR.O earlier this week said it is offering bitcoin futures under the ticker symbol “GXBT” on the CFE and plans to offer the same on the Chicago Mercantile Exchange (CME) from Dec. 18.  Reporting by Roopal Verma in Bengaluru"
274,274,Bitcoin futures start trading on CBOE exchange,https://www.reuters.com/article/idUSKBN1E40XK,"December 10, 2017 06:55pm EST","['bitcoin', '', '']",reuters,"NEW YORK (Reuters) - The newest way to bet on bitcoin arrived on Sunday, with futures of the cryptocurrency that has taken Wall Street by storm starting trading for the first time.  The first bitcoin future <0#XBT:> trades kicked off at 6 p.m. (2300 GMT) on CBOE Global Markets Inc’s CBOE Futures Exchange.  Bitcoin January futures were at $15,940 (11,905.3 pounds), with 398 contracts traded, after having opened at $15,460.  The futures are cash-settled contracts based on the auction price of bitcoin in U.S. dollars on the Gemini Exchange, which is owned and operated by virtual currency entrepreneurs Cameron and Tyler Winklevoss.  On Sunday, bitcoin was up 2.62 percent at $14,990 on the Luxembourg-based Bitstamp exchange. On the Gemini Exchange, it was at $15,600.  Reporting by Saqib Iqbal Ahmed; Editing by Will Dunham"
